HMDB,Name,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,TF,TF,TF,TF,TF,TF,TF
HMDB01385,3-Keto-beta-D-galactose/L-Gulonolactone,26258539.93,20833100.21,23953953.35,29836598.82,22309108.48,23452560.5,29150857.59,38173449.54,18751690.18,18861511.15,17214962.14,27573139.54,22602152.89,19913744.08,20724780.65,31386404.73,23138396.87,26565342.67
NA,C6H12O6(5),204531937.4,198294783.6,207445956.4,280204221.8,128777740.1,143246714.8,251610610.7,222854539.7,126114467.5,101786724.8,123772649.8,245487359.7,130986391.6,162364970.5,193608963.2,394795857.4,181639075.4,314071429.1
NA,L-Iditol/D-glucitol/galactitol,70055217.23,29222450.7,20238679.37,18574407.36,12136670.53,12975556.49,109167439.6,33812383.79,12240864.81,50363470.02,9509442.387,29202083.81,44177968.07,59095073.03,15370787.09,37692173.98,1404043377,32478098.98
HMDB06334,3-dehydro-L-gulonate/D-glucuronate/L-iduronate,32618757.49,114494537.1,26488223.72,26723043.21,14490563.19,21638206.53,53120676.82,36223842.58,15517982.54,14933111.67,24177823.84,56998361.91,26840613.45,70485039.91,16936272.06,35264712.63,25022392.56,39662448.39
HMDB03290,Gulonate,68991130.95,53151130.74,56111444.13,47970834.23,29424284.51,35348744.03,147737031,67724233.92,35480044.04,30257405.98,30510624.69,157055682.3,37012310.2,83683040.19,55690154.57,96643601.22,65739020.66,91533953.55
HMDB01299,5-Methylthio-5-deoxy-D-ribulose 1-phosphate/5-Methylthio-5-deoxy-D-ribose 1-phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB06471,Methylisocitric acid/2-methylcitrate,11968437.25,11670346.57,12113024.12,12216067.94,9119273.916,8591292.189,20689474.93,11509992.48,11262802.61,12952696.81,8166221.133,14025873.41,9305618.313,10946691.71,10576714.55,15570012.4,11621672.35,11849150.21
HMDB00209,phenylacetate/(4-hydroxyphenyl)acetaldehyde,6642374.841,6551051.811,7450829.556,9578329.071,6090897.744,7594479.993,6259835.844,7417128.561,7015477.26,7766865.345,8177706.39,6694512.852,6204406.674,6294893.625,6745999.155,8029175.385,9723843.621,8030965.824
HMDB00020,"4-Hydroxyphenylacetate/2-Hydroxyphenylacetate/3,4-Dihydroxyphenylacetaldehyde",2191617812,1224307010,465571308,1344538416,10734934718,4250132425,1224660891,2851348271,2880008236,1613523392,591426527,6068669489,1066393617,2552417817,4678108730,3904711165,2175064523,5479188624
HMDB04089,N-Formylanthranilate,6609739.098,5219774.481,5813389.35,5163553.749,5037097.989,6839320.731,8022311.562,4526169.642,8515079.475,12717777.19,7885231.8,9418593.924,5783558.514,8487952.449,6409052.925,15465028.42,10405853.9,7107370.839
HMDB04362,"4-hydroxy-2-nonenal/3,4-epoxynonanal",9391612.608,7903905.24,6990977.616,7417754.928,5421869.82,7141753.206,5896461.696,6200151.03,5646992.028,7470262.29,7749194.358,6873058.866,6619962.03,6137117.991,7548354.255,4703674.77,10375652.33,6485182.875
HMDB04077,"4,6-Dihydroxyquinoline/quinoline-4,8-diol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB12884,adrenochrome/N-benzoylglycinate,16361225.99,18249397.42,6590478.273,65640160.08,58505241.89,60031667.51,16652553.95,11480684.69,94147133.64,6460546.947,18022493.06,81332288.12,45677402.73,70089456.99,46720416.77,31739481.77,18398540.16,18395149.9
HMDB03501,trans-caffeate/3-(4-hydroxyphenyl)pyruvate,2934220.905,2627802.609,2440084.509,3906620.28,2574126.363,5219890.101,3806340.978,2575550.712,1507957.521,1340670.507,1807162.392,3892964.238,7445633.649,1886187.537,2005747.005,3184090.404,973127.229,2772322.11
NA,4(R)-hydroxy-dodec-6Z-enoate/4(S)-hydroxy-dodec-6Z-enoate,8583637.197,14604892.29,17059537.61,14089364.22,5268661.131,6291628.779,12343845.78,13771591.95,9965259.807,11928943.08,6082963.206,6445014.6,12227133.8,11725417.23,11198189.99,4907380.47,11079484.19,3201354.714
NA,C14H24O3(4),3564593.928,5939367.591,10801496.51,6846971.49,1615061.181,3158449.113,5486944.611,6362765.922,4634159.694,6115507.479,2312939.394,2170397.739,7038657.024,5943799.035,6571741.527,911535.129,8601131.034,355578.171
NA,3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate/3-oxo-6(S)-hydroxy-tetradec-8Z-enoate,3106515.39,1741035.825,3678770.844,2907880.818,1167758.607,3084403.161,1675765.005,1829400.621,2293136.523,1968417.669,1755493.974,1909629.102,3290877.057,3225878.805,2480744.046,1684368.249,2206122.609,1674440.457
NA,8(R)-hydroxy-hexadeca-2E4E6E10Z-tetraenoate/8(S)-hydroxy-hexadeca-2E4E6E10Z-tetraenoate,0,0,0,16890.606,0,17501.055,22453.353,0,12357.84,0,0,0,27169.974,15784.344,10314.24,0,14875.005,0
NA,C16H26O3(4),656078.712,131023.119,348781.644,759751.395,222164.883,487165.044,184775.217,359002.947,397125.93,381029.829,398080.362,144295.956,1469427.783,305067.744,553974.129,170807.331,583886.514,0
NA,3-oxo-8(R)-hydroxy-hexadeca-6E10Z-dienoate/3-oxo-8(S)-hydroxy-hexadeca-6E10Z-dienoate,2439740.847,542925.057,1203575.286,1549194.798,493874.01,3318739.776,288782.523,182369.508,1269701.235,1111412.067,3382360.794,1241209.635,4224940.884,750903.048,1567403.508,1066336.209,833361.27,215357.862
HMDB00673,linoleic acid/linoelaidic acid (all trans C18:2)/octadecadienoate (n-C18:2),4434395323,7814656853,4776210490,3910051109,2589365994,2303203345,3624127886,3339684088,6421713920,4376635284,2268022915,3072990365,2163041504,5417890577,2024629293,3641835343,3717875548,3211058723
HMDB00207,oleic acid/elaidate/trans-vaccenate,5945673952,12035247486,7091917249,5406768592,4164718975,3640237190,7833806387,5964275036,8635210232,5145897281,2810321510,4995543672,4382400548,7641724597,2828224426,4607933312,4607473710,5170950476
HMDB04701,9(10)-EpOME/12(13)-EpOME,19142409.17,23689418.13,18719396.76,18473910.16,7553104.284,14889457.08,10417054.89,11577021.05,18534792.36,16724489.26,18767744.14,7043904.741,13835792.38,10525006.17,7966548.978,8693120.163,85007620.86,13139352.93
HMDB04704,"9,10-Hydroxyoctadec-12-Enoate",34238967.4,52466084.95,34004454.16,19967484.62,22562647.51,15995101.18,36798349.91,27180784.15,32404637.63,17051127.67,16062426.35,16627220.18,16836434.76,19968401.98,12970197.07,16160284.3,17322277.31,24442815.72
HMDB00795,pristanic acid,682555.857,1759341.801,699686.376,1286604.825,488636.931,1089952.848,1058752.5,1029533.964,977470.008,683311.404,830654.679,947712.639,1161091.416,582839.433,803499.132,674147.112,1033479.057,237905.124
NA,C20H30O2(4),41289796.84,30252528.12,16185669.22,76937541.05,15203712.25,38452135.82,28029406.14,23618523.86,57423059.29,29434671.44,13504726.34,14302350.83,36118650.62,15307602.35,18843698.41,21031984.65,53192267.87,38451209.55
HMDB01043,arachidonic acid,347809177.4,519680597.2,280471917.5,298198349.5,224173868.7,304960308.5,489522143.5,366849930.3,653361088.8,596134838.2,245687671.6,296657937.4,190984240.1,267036268.9,267028888.7,402255740.3,447225651.3,583810578.7
HMDB00801,phytanic acid/arachidic acid,557271.762,2669207.04,433007.922,819467.745,564718.5,1180125.132,873641.052,759050.223,764420.34,788230.161,990036.27,950091.093,992002.161,800947.416,878459.154,1588762.302,2636132.304,275031.585
NA,C20H30O3(6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,C20H32O3(12),520254.669,1446673.14,384885.432,529857.024,242356.824,609831.624,479666.274,442429.428,775611.531,3056334.33,5505050.364,229047.255,198429.393,247351.044,1333956.924,124972.8,124147155.8,523600.47
NA,C20H30O4(18),6375549.018,807897.669,2954355.78,1589938.041,108550.062,5934177.669,415619.265,7081021.737,351931.185,592015.179,4506411.105,3924026.559,2753399.838,307397.913,803185.794,3850470.882,13132134.5,811108.908
NA,C20H32O4(21),575413.185,1119634.569,829087.368,1383634.185,50026.926,2528403.864,262863.24,1435497.069,397613.103,862196.775,3083422.644,773978.934,2144334.846,209081.094,1520641.362,1118808.096,45601040.27,745399.974
NA,C20H34O4(4),6591811.443,13662941.32,4430290.212,9687740.889,3867713.568,5898121.323,2770632.972,6138980.187,8918102.352,6133876.77,7085285.49,5565850.815,10598793.47,5528062.032,5693384.724,6516000.681,10785480.32,4305584.826
HMDB02183,docosahexaenoate(DHA),63442221.85,107323875,50551998.36,260115369.3,57967708.77,110581987.2,138141057.1,109062659.3,175646986,100365372.2,42751425.62,54945188.61,110229328.4,65799222.67,58988612.46,103150715.7,145041120.3,156704438.1
HMDB06528,"clupanodonic acid/docosa-4,7,10,13,16-pentaenoic acid",45913224.38,118204416.6,37952370.83,63552217.26,30292279.9,41206824.85,85109441.7,54556505.49,96784401.65,69925747.12,21495112.95,33391113.7,31410292.66,34403027.68,31865268.4,53671680.65,59045706.39,70752399.23
HMDB00286,UDP-D-glucose/UDP-D-galactose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB06369,ADP-mannose/GDP-L-fucose/ADP alpha-D-glucoside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00290,UDP-N-acetyl-alpha-D-glucosamine/UDP-N-acetyl-alpha-D-galactosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00896,Taurodeoxycholic acid/taurochenodeoxycholate,10328303.35,13623990.14,16851648.04,54915060.2,2537020.641,10883761.64,2756710.176,27396101.87,3919074.45,16567466.85,14458184.8,38975429.63,12941208.67,3508697.925,1826935.008,2964639.537,16379324.16,63050732.86
na,C27H46O4(3),4439328.153,2587057.047,5186149.203,4303998.876,3938278.095,2169519.219,2633330.94,3914413.467,4917408.786,7577606.526,6635255.382,5089606.833,4193692.593,1676508.465,7210203.642,2019160.119,4441390.482,4530156.489
HMDB03873,3alpha-7alpha-12alpha-Trihydroxy-5beta-cholestanoate/3alpha-7alpha-12alpha-25-tetrahydroxy-5beta-cholestane-24-one,2166809.958,1339139.466,2132215.725,1769806.908,1638200.871,679259.952,711170.706,1886456.697,1622340.24,2998730.043,2393658.831,2133394.299,1437175.173,673990.479,3472295.58,766842.672,1780210.836,1839852.564
HMDB06225,Ercalcitriol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,4alpha-5-epoxy-8alpha-hydroperoxytocopherone/7-8-epoxy-8alpha-hydroperoxytocopherone,524222.253,283091.382,809721.54,520475.682,387257.481,117721.824,101435.865,583569.201,539891.028,1142020.428,634631.814,605894.22,470015.769,353208.225,1276199.091,465896.535,506212.038,695161.845
HMDB00172,L-isoleucine/L-leucine,3475445708,2132502621,1922068738,4038987183,3111158040,3397755362,2657802731,1758028630,2998152493,2981732339,2054284603,2750882412,3080452169,2978139785,2674487408,3066445685,3495746210,2081043634
HMDB00257,thiosulfate,55908371.98,122725006.5,55088346.35,90062791.75,18782199.81,234687737.9,190125921.1,344198902.9,447962652.6,231351157.6,207281273.8,70042769.51,31542268.78,125953707,268614202.5,339137719.7,240197643.5,354399300
HMDB00250,Diphosphate,0,0,8194.32,12244.329,0,5924.52,6237.738,0,45595.062,104583.939,23547.549,16808.427,0,5576.76,0,30174.606,17911.698,0
HMDB01096,Carbamoyl phosphate,4289787.375,3961193.181,4123405.455,3530394.762,3248247.063,2502480.336,3325375.308,3603407.193,4291475.934,3841647.645,3814147.002,3355163.412,2690125.596,2539346.877,3528036.186,4211201.817,4260764.694,5293623.048
HMDB02757,L-cysteate,5684417.769,4819774.869,4535046.579,6211363.797,5239492.311,6062517.552,6067058.97,6935576.262,3558590.379,3571522.641,6408280.353,9601028.487,5619311.496,6173086.356,7731953.133,6650810.676,2335508.205,4812851.607
HMDB03976,D-Glucuronate 1-phosphate,0,0,0,0,0,0,0,0,0,32667.531,0,0,0,0,0,0,0,0
NA,N-acetyl-L-cystathionine,335663.811,31855.356,107517.033,143464.164,106077.348,73103.121,210788.463,59016.555,0,0,119778.039,985370.328,61568.226,71169.111,0,93473.052,326936.295,23456.277
HMDB12881,acetylcarnosine,2097909.81,1274579.493,1935192.135,1857124.896,1125083.352,3260478.753,687904.245,1479627.762,1808109.453,1621778.676,1047804.525,3588471.42,2259728.769,8171303.607,1325577.054,1995117.594,1654584.735,1448124.9
HMDB00998,dCTP,0,0,0,0,0,0,0,0,0,0,0,0,11319.744,0,0,0,0,0
HMDB00148,L-glutamate,602043982.9,761839940.7,594659767.7,356538471.7,266752618,229930845.3,1136739130,1157292872,477834319.6,727753927.9,279633057.5,89534190.3,185123860.7,194043402.3,856418762.4,751951634.3,1618304334,883863957.8
HMDB00211,myo-inositol,156345184.1,161600044,172384788.4,208389747.3,93615278.91,105915961.1,210029426.5,154418892.9,91293476.64,82150361.2,85088962.56,168478411.8,89928461.4,121734387.2,162745686,279657696.3,130315013.2,230021147.8
HMDB00300,uracil,13752379.52,27577326.98,13164035.96,15790651.32,11715660.16,12499448.81,18339348.85,11792139.33,12980121.52,24293478.06,9130486.26,12077743.6,11211429.9,13446800.57,17165939.81,18815721.06,14780914.57,13109828.28
HMDB00191,aspartate,58480017.54,94849391.76,122308064.3,68475385.82,37429633.69,38088178.22,158105543.4,41339893.65,85002889.09,102830915.1,61327056.14,23517779.82,26140517.73,27805097.49,402388668.1,149286204.5,75201386.15,63120641.08
HMDB00939,S-Adenosyl-L-Homocysteine,94125.012,115536.936,93920.463,362003.469,77441.496,61545.891,171974.172,148222.974,27430.452,61027.647,170538.483,338054.379,117156.027,301339.038,45685.893,192522.432,193801.647,204282.108
HMDB00280, 5-O-phosphonato-alpha-D-ribofuranosyl diphosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00157, Hypoxanthine ,358120268.8,596789481.8,190168363.1,463988094,79833674.55,540501516,748693934.4,1522961533,1975319234,1207496542,1149298608,68105781.52,58638952.6,425781213.5,1584891039,1147069197,2141315698,1355689974
HMDB01517, 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide ,1963706.322,2128917.867,1095331.764,1278689.193,685490.796,1202320.158,1431050.64,1773705.753,5157356.577,1174559.031,6211051.236,2666607.201,744929.277,2508462.3,1230331.542,6623885.613,2605390.827,2065352.268
HMDB00175, IMP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01397, GMP ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01201, GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01273, GTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00045,AMP,344470.839,25721.28,279947.004,162915.831,9434.295,12373.92,14218.074,0,1826986.551,330190.404,31450.374,0,5101521.309,0,331570.092,8903891.655,27223.794,25660.206
HMDB01341,ADP,0,11397.555,0,0,0,0,0,0,99826.836,0,24874.2,0,0,0,0,16045.386,0,0
HMDB00538,ATP,0,0,0,0,0,0,0,0,59817.948,0,0,0,0,0,0,0,9258.054,0
HMDB00226, Orotate ,6243.939,0,0,0,0,0,8427.159,0,0,9264.48,0,0,0,0,0,0,0,0
HMDB00095, CMP ,178989.348,684287.463,776832.879,251931.783,58556.745,72757.194,526706.835,0,154561.35,166724.31,9845.667,8996.13,279961.194,67007.889,660495.387,785873.649,0,14387.724
HMDB01546, CDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00082, CTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00288, UMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00295, UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00285, UTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01000, dUDP,0,16336.125,0,0,0,0,18094.08,0,16259.373,0,0,0,0,12408.435,17773.17,0,0,0
HMDB00195, inosine ,40839715.7,14101294.03,18574184.24,51823305.9,5071518.648,163792168.6,42149790.69,247948050.3,212595732.7,5763349.644,591847307.2,1940206.884,29413563.18,52612085.95,178107357.8,70034294.8,513160640.9,493182716.6
HMDB00133, guanosine ,31117850.9,25242849.01,25757862.37,42347186.94,33842556.1,30400921.58,36735710.75,18817475.18,32573473.8,25512252.46,13976023.82,31807973.62,34872038.61,33719495,25158812.13,29147888.6,41571579.08,17114410.64
HMDB00089, cytidine ,345918.906,782543.202,1554038.325,165463.434,387050.802,2559545.364,1775376.264,864494.064,881851.155,96033.282,740081.682,1945275.186,683903.742,842825.79,378690.966,176731.146,16993.182,70374.486
HMDB00296, uridine ,14154655.37,40575655.01,15333236.94,12421242.25,6609543.903,6337056.966,41954323.88,12427945.57,16908652.58,23617207.87,12907331.06,10382612.65,4013145.459,8150812.512,33336644.94,23473180.52,22344744.14,3059364.459
HMDB00273, Thymidine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00071, Deoxyinosine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00012, Deoxyuridine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB03345,alpha-D-glucose,4128069048,3357636246,3359288350,5845825123,3418488388,3447544691,4170193834,6660369581,2512057082,1281947767,2799714609,5352009639,4109366822,3186608904,2919638843,7650186612,4068476998,4238167894
HMDB01401,G6P/F6P,2855743.026,16102659.14,8491704.504,5830736.862,2455584.558,1442967.348,8914892.169,2493747.876,11425213.98,6198060.003,2599633.491,728534.616,1122288.738,4524092.946,30755787.96,6711906.252,562011.54,1246381.32
HMDB60444,"beta-D-Fructose 1,6-bisphosphate",0,0,0,13457.814,7619.976,0,0,0,0,20624.76,0,0,0,0,0,0,0,9301.5
HMDB01473,Dihydroxyacetone phosphate,485916.258,468907.383,259840.971,235181.826,11880.84,13881.699,316695.762,0,34046.883,69723.354,50522.793,0,256873.308,424840.338,2482846.794,33873.489,0,0
HMDB00807,D-Glycerate 3-phosphate/D-Glycerate 2-phosphate,832404.975,722565.681,788359.674,710232.855,577695.696,539500.653,992771.628,1257021.57,1299759.888,849498.678,1049928.675,486635.913,561383.163,516751.827,1170140.853,826388.484,1348909.932,876254.502
HMDB00263,Phosphoenolpyruvate,187479.336,674694.141,158185.116,144983.034,74149.803,14211.639,204392.391,10158.759,271226.37,98372.922,18485.649,197201.598,101950.338,256266.96,517515.39,405400.314,117841.167,40529.964
HMDB00243,pyruvate,190685977.3,429444048.2,205696492.3,197814845,226129973.2,131171666.3,451232518.2,319208568.5,329679477.3,846234873.8,169817427.8,374323716.2,262535421.6,196594767.9,287098097.5,247063427.7,120507617.8,233157001.9
HMDB00190,lactate,23592272389,24190367639,10571298396,25470309798,9723482617,15430540423,25140386455,26931394080,42559899377,69042854760,21992466621,12770707646,13003838996,16818786839,29682099251,38412570534,56091974589,39131633261
HMDB00094,citrate/isocitrate,592013457.2,796876080.3,611350324.7,1085139581,512185333.6,288512334.3,468093479.4,390990200.7,599696397.3,488414447.5,308240082.1,328893480.5,362137126.1,676558786.1,922212360.7,475879751,566844311.9,344093359.2
HMDB00072,cis-aconitate,52331739.3,96985005.1,77662483.62,99961799.31,96117677.27,57776816.99,85722721.73,73602534.95,113099177.6,102438529,42388170.41,79984382.93,75305298.32,145012326.9,134929754.7,76538045.79,108364970.6,53279247.53
HMDB00208,2-oxoglutarate(2-),171008115.1,274248958.7,131316903.9,148509548.6,117089306.1,82535977.73,233576330.1,512093062.2,275887424.1,124381485.2,88536455.89,90915055.16,115511328.3,86909518.61,83503540.77,153582888,47220389.16,415553523.5
HMDB00254,succinate(2-),196048501.2,283992675.4,218745423.9,215741002.5,175004049.5,158404863.5,241080309.9,242018641.1,201251971.1,177345971.5,113751043.9,134794589,182170300.1,156030878.6,432115658.3,236890098.5,339386507.7,188965220.5
HMDB00134,fumarate,14638137.03,20889301.85,15021782.16,17767066.65,11116066.19,10570397.76,21819987.43,15362816.01,15715274.87,18298781.73,8627962.317,11377674.97,11482657.13,14059622.98,28084523.62,20934634.09,15974136.57,11869532.79
HMDB00156,malate(2-),126201504.5,257496090.5,135828268.7,178803058.9,78036964.04,81557278.56,240239789.3,131590292.9,187072246.3,199742840.7,81216249.36,69187395.61,86628679.13,118360169.8,319294372.2,234289787.7,168777961.1,116258092.6
HMDB00060,acetoacetate,65275315.37,75874865.34,60635292.06,60125611.42,55292434.12,54190058.44,58193247.25,58475811.41,55970105.19,42673046.28,36893053.95,57764082.98,53974692.41,55541532.84,50719536.68,62503511.33,48346562,40001435.3
HMDB00694,2-Hydroxyglutarate,59689410.4,63318834.12,58486241.65,78944398.54,51656711.16,679667581.3,88731403.15,48796084.86,709440514.2,98398522.04,38112101.17,41799555.06,717544998.7,45449072.41,53985343.89,1257090007,74017786.4,57393323.28
HMDB00883,Valine,1722324660,864814255.3,1058428191,1889983522,1488136601,1454326970,1291077198,900459997.9,1584887968,1369425500,977757051.7,1374471679,1221287127,1407405473,1045929734,1130438608,1711558738,1033994182
HMDB01409,dUMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB0122,dTMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01342,dTTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01532,dATP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00237,Propionic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00005,2-Ketobutyric acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00008,2-Hydroxybutyric acid,1354091306,2804680892,999436159.3,2338098682,1226097558,881279618,2215575368,1310140091,1681405227,963935458,565107361,1722803489,1401946358,2063908475,963325749.5,1832691291,1112373639,963386091.6
HMDB03609,2-aminoacrylic acid,8169136.344,6864341.115,6537711.192,8492808.774,6563277.846,5576630.31,9694503.831,6455645.211,9106948.515,9495493.122,9221973.891,5225522.127,5291062.635,5642728.569,14123098.75,9216080.7,8579704.803,6558771.864
NA,N-Methylethanolamine phosphate,24697962.55,23166039.3,24264916.01,22354229.45,17162716.2,21101497.88,26896870.79,28892592.97,29055275,28741608.01,28821379.77,20314019.47,18667853.26,21669688.27,27169777.04,26506207.04,28221857.64,26669234.81
HMDB00562,creatinine,4249899519,4238495751,3364341892,3486953755,2687898753,3360994605,5849791977,4011085886,3518229748,3697317939,3508685440,5926343561,3245915174,5264078292,3812586880,3955181808,3724629043,3853294509
HMDB00064,creatine,672683901.7,478607728.4,384069639.2,697195519,1069846250,528381220.7,376419485.5,297361309.9,542277579.9,248803859,723248757,228452907.1,362614313.7,304554231.6,514113637.7,652932882,1030210121,363285573.5
HMDB60244,Phosphodimethylethanolamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00079,"5,6-dihydrothymine",101324771.2,205141513.1,346271166,148244822.7,35748996.52,153697795.3,198513236.8,169550710.2,43251678.8,267968974,44329559.42,218507332.6,76267923.24,162625885.6,94281109.7,147798881,48290327.05,130792195.9
HMDB03224,2-deoxy-D-ribose,572834.16,587641.551,660202.992,559538.616,713716.56,714677.016,597212.703,509066.76,440525.025,622288.35,945947.403,609892.122,832308.897,471522.153,748429.056,725394.105,813594.792,726020.043
HMDB01553,2-keto-4-methylthiobutyrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00078,L-cysteinylglycine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01565,choline phosphate,10156581.29,11858311.46,14798612.93,5550362.046,2440068.903,2186401.266,3417065.799,990749.778,3861069.36,4521589.515,2271612.213,1029235.968,6673369.101,4661020.44,6699390.021,8949262.512,758246.373,772940.451
HMDB01406,Nicotinamide,25267968.32,59054222.92,35947155.52,51997961.26,19748806.55,21607583.91,51787211.1,27857858.74,28200903.83,92666928.66,20386302.2,15910647.05,14975524.87,21234549.53,65639676.28,42421497.53,23213124.91,25251501.52
HMDB00301,Urocanate,7974316.899,5536256.487,4922697.891,4785885.306,6752046.477,7132727.994,3764400.087,9682111.419,3175006.437,6404396.523,6462660.12,4707775.959,6381437.898,4174538.892,7783283.748,3445315.683,5075898.375,4733395.926
HMDB02820,Methylimidazoleacetic acid,18771357.49,17415535.76,13536482.81,14596454.71,14598215.23,33654571.56,35884772.35,18089070.13,14580218.38,15135331.25,13353119.21,46913087.83,7750334.202,37676456.48,15846346.67,37060496.86,30369851.41,10745130.5
HMDB01014,4-Imidazolone-5-propanoate,2020793.451,1391129.127,1364141.991,1480104.528,812884.593,1325533.608,1830347.865,823896.141,1314152.766,2720480.505,1539437.298,3260160.807,482286.996,1511861.4,2547728.604,2728909.629,1640765.418,1458012.261
HMDB03459,D-Alanyl-D-alanine,8891936.319,5398085.877,5071184.955,10038062.06,6932673.51,7072065.126,3977115.135,9488022.393,5621505.372,6933811.965,7149586.875,5596770.504,8337944.427,4732460.001,6107734.209,5215888.65,6965737.62,5955034.068
NA,citr_L[e],205722778.2,114786799.4,123970929.9,233176210.3,130616644.7,128663577.4,101735172.9,98513428.33,159303789.8,88588667.89,101364239.1,163422754.8,103239906.1,183981901,86910706.97,93924846.49,136434701.6,107088522.2
HMDB01514,D-Glucosamine,6818790.051,5590820.616,5479409.187,10571965.19,6023510.439,5683318.884,7490062.659,11606740.61,6040686.558,3178059.855,5791942.806,10190899.5,6414615.939,6478992.474,5300967.408,18232565.54,19029224.82,8775819.267
HMDB01870,benzoate,10102756.82,9010913.565,7236454.164,13124317.24,8931096.705,8993139.681,7650697.68,9859722.591,12004025.69,6209526.651,8441478.426,9533633.013,11830080.09,8151081.159,7338135.207,11661293.44,12425359.14,9627373.143
HMDB01345,4-trimethylammoniobutanal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00699,1-methylnicotinamide,27737449.81,43840992.97,15613323.9,133459544,11770823.63,16079632.29,22114744.19,18165559.04,7701015.618,6436960.755,11005966.52,10195995.91,7230276.222,25345790.36,11366836.16,21795716.88,21960244.11,8877296.787
HMDB01123,anthranilate,72981173.14,10772817.05,116248985,34207481.69,10294931.49,111058883.6,84033755.44,70406981.17,9402956.517,9078243.195,13227561,246518256.4,107595971.8,7401298.602,14476787.47,108536584.7,98639679.25,21758706.57
HMDB03357,N(2)-acetyl-L-ornithine,8790433.02,6243937.266,9152662.602,2978977.047,6743460.021,9741747.807,11417184.2,4315886.964,4706484.447,5498842.62,3176343.363,5734406.985,8566354.074,9383061.711,3748695.663,5343949.965,7967558.493,10262553.57
HMDB12275,2-phenylethanamine,2608713.72,2594715.921,2705464.539,2867175.024,2800895.667,2616595.578,2572397.193,2809886.976,2461063.182,2599716.84,2459195.901,3033901.323,2500236.483,2731652.181,2611938.69,2504740.575,2714579.529,2718485.637
NA,dopaminochrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01545,Pyridoxal,344745.06,683300.682,608210.79,415288.944,245915.37,477393.294,383806.368,1779050.295,545270.196,308108.001,556032.633,300593.373,739351.236,511096.785,1119752.799,987136.989,4169435.196,179503.209
HMDB00086,Glycero-3-Phosphocholine,308514713,246571483.1,221970043.9,155475547.4,103604628.4,125610634.7,130632685.9,80303762.08,173329165.3,275724130.1,189350267.2,67852121.87,107554355.7,90599606.14,132025617.1,146700551,80664056.74,162402231
HMDB01235,5-amino-1-(5-phospho-D-ribosyl)imidazole,333361.38,475239.936,193460.919,111040.875,69416.802,340854.963,236640.804,17967.456,2114524.809,569842.533,3257828.19,107404.479,236382.651,415775.649,359775.912,462567.3,104421.996,973716.249
